state_id,energy,J,parity,m1_true,m2_true,m3_true,r_true
677867,8909.948101,37,f,3,3,1,2
677868,8946.738262,37,f,1,7,1,1
677870,8974.853211,37,f,1,4,2,2
677872,9055.411344,37,f,2,5,1,1
677875,9086.125006,37,f,2,2,2,2
677876,9117.648565,37,f,5,2,0,1
677879,9193.199557,37,f,1,4,2,1
677902,9894.14936,37,f,4,3,1,4
677914,10111.427216,37,f,4,3,1,3
677919,10187.747676,37,f,5,1,1,3
677927,10335.714163,37,f,4,3,1,2
677931,10384.69727,37,f,5,1,1,2
677943,10577.47247,37,f,1,3,3,2
677949,10667.529693,37,f,0,5,3,1
677950,10669.016581,37,f,3,2,2,1
677953,10772.180398,37,f,1,3,3,1
677965,11015.809011,37,f,0,2,4,1
677975,11223.764437,37,f,6,1,1,5
677986,11400.029849,37,f,6,1,1,4
678011,11697.672867,37,f,3,1,3,4
678027,11872.22669,37,f,3,1,3,3
678033,11945.570067,37,f,2,3,3,2
678041,12027.651932,37,f,3,1,3,2
678055,12200.648037,37,f,3,1,3,1
678086,12629.90708,37,f,0,1,5,1
678362,14930.837046,37,f,2,1,5,3
678385,15088.292288,37,f,2,1,5,2
678405,15234.915538,37,f,2,1,5,1
678609,16389.279827,37,f,3,1,5,2
689623,3893.889194,37,e,0,5,0,1
689630,5019.418767,37,e,2,3,0,3
689631,5111.33212,37,e,1,5,0,2
689633,5227.923264,37,e,2,3,0,2
689634,5234.427471,37,e,0,7,0,1
689636,5354.377331,37,e,1,5,0,1
689639,5441.228164,37,e,2,3,0,1
689640,5487.03517,37,e,3,1,0,1
689648,6320.554357,37,e,2,5,0,3
689650,6435.464945,37,e,1,7,0,2
689651,6453.964228,37,e,3,3,0,3
689653,6568.531482,37,e,2,5,0,2
689654,6576.191217,37,e,0,9,0,1
689657,6669.265008,37,e,3,3,0,2
689658,6712.500048,37,e,1,7,0,1
689659,6725.386429,37,e,1,4,1,2
689662,6820.914537,37,e,2,5,0,1
689664,6834.40893,37,e,0,6,1,1
689668,6946.09545,37,e,1,4,1,1
689672,7144.684501,37,e,0,3,2,1
689674,7401.039127,37,e,5,1,0,6
689680,7671.485235,37,e,4,3,0,4
689686,7890.925045,37,e,4,3,0,3
689689,7922.292147,37,e,2,4,1,3
689690,7962.679145,37,e,5,1,0,3
689692,8022.447165,37,e,1,6,1,2
689693,8030.126399,37,e,3,5,0,2
689696,8117.467526,37,e,4,3,0,2
689698,8149.526877,37,e,2,4,1,2
689699,8150.810563,37,e,0,8,1,1
689704,8280.028076,37,e,1,6,1,1
689706,8293.991653,37,e,3,5,0,1
689707,8340.607189,37,e,1,3,2,2
689708,8361.943496,37,e,4,3,0,1
689709,8380.312692,37,e,2,4,1,1
689711,8434.431647,37,e,0,5,2,1
689734,9110.834692,37,e,3,4,1,4
689735,9194.577703,37,e,6,1,0,4
689744,9345.346782,37,e,3,4,1,3
689747,9389.077275,37,e,6,1,0,3
689752,9477.18788,37,e,3,1,2,4
689757,9571.477734,37,e,5,3,0,2
689758,9579.301426,37,e,3,4,1,2
689760,9611.718745,37,e,6,1,0,2
689762,9650.093702,37,e,3,1,2,3
689767,9730.969543,37,e,2,3,2,2
689771,9808.822749,37,e,3,1,2,2
689772,9819.268209,37,e,3,4,1,1
689777,9878.350001,37,e,4,2,1,1
689781,9937.747658,37,e,2,3,2,1
689783,9985.902762,37,e,3,1,2,1
689786,10034.763884,37,e,0,4,3,1
689801,10396.308776,37,e,0,1,4,1
689815,10611.163623,37,e,7,1,0,4
689819,10659.432375,37,e,5,2,1,4
689822,10735.812216,37,e,6,0,1,4
689832,10859.723589,37,e,5,2,1,3
689835,10896.758908,37,e,6,0,1,3
689854,11105.99055,37,e,3,0,3,4
689856,11131.776302,37,e,2,2,3,3
689862,11199.517057,37,e,1,4,3,2
689872,11313.281601,37,e,2,2,3,2
689879,11388.941228,37,e,4,1,2,1
689882,11415.729704,37,e,1,4,3,1
689887,11493.488258,37,e,2,2,3,1
689901,11715.468562,37,e,1,1,4,1
689984,12575.2681,37,e,5,1,2,2
690001,12715.18757,37,e,4,0,3,2
690051,13236.329019,37,e,0,2,5,1
690231,14548.707583,37,e,1,2,5,1
690422,15647.591507,37,e,7,4,1,1
690423,15647.842035,37,e,3,0,5,3
690450,15765.468787,37,e,3,0,5,2
690472,15900.964057,37,e,3,0,5,1
702415,4480.940292,38,e,1,4,0,2
702418,4593.947678,38,e,0,6,0,1
702419,4641.433793,38,e,3,0,0,2
702429,5698.628031,38,e,2,4,0,3
702430,5774.955297,38,e,4,0,0,4
702431,5802.827536,38,e,1,6,0,2
702432,5825.359338,38,e,3,2,0,3
702433,5905.453329,38,e,4,0,0,3
702434,5927.929141,38,e,2,4,0,2
702435,5935.209334,38,e,0,8,0,1
702436,6016.610029,38,e,3,2,0,2
702439,6063.617392,38,e,1,6,0,1
702441,6161.873743,38,e,2,4,0,1
702443,6206.240481,38,e,0,5,1,1
702444,6224.924593,38,e,3,2,0,1
702445,6247.467827,38,e,4,0,0,1
702450,6585.438438,38,e,1,0,2,1
702451,6821.752063,38,e,5,0,0,6
702452,6844.709096,38,e,4,2,0,5
702458,7143.978261,38,e,3,4,0,3
702459,7163.604637,38,e,5,0,0,4
702460,7249.515973,38,e,4,2,0,3
702462,7269.13946,38,e,2,6,0,2
702465,7314.611197,38,e,2,3,1,3
702466,7379.802426,38,e,3,4,0,2
702467,7403.144707,38,e,1,5,1,2
702472,7521.321724,38,e,2,3,1,2
702473,7522.065873,38,e,0,7,1,1
702474,7538.507096,38,e,2,6,0,1
702476,7626.540512,38,e,3,4,0,1
702477,7643.470475,38,e,1,5,1,1
702481,7731.155833,38,e,2,3,1,1
702484,7818.750376,38,e,0,4,2,1
702493,8239.227114,38,e,6,0,0,6
702501,8475.537955,38,e,5,2,0,4
702502,8510.782929,38,e,3,3,1,4
702503,8548.942167,38,e,6,0,0,4
702504,8590.344506,38,e,2,5,1,3
702505,8593.083234,38,e,4,4,0,3
702511,8715.636071,38,e,6,0,0,3
702516,8834.941436,38,e,2,5,1,2
702518,8839.577352,38,e,4,4,0,2
702519,8901.047921,38,e,5,2,0,2
702520,8905.91168,38,e,3,0,2,4
702522,8924.521783,38,e,6,0,0,2
702523,8932.810209,38,e,2,2,2,3
702525,8976.505291,38,e,1,7,1,1
702527,9004.273983,38,e,1,4,2,2
702530,9085.03498,38,e,2,5,1,1
702534,9146.579114,38,e,5,2,0,1
702536,9165.637636,38,e,6,0,0,1
702539,9222.589201,38,e,1,4,2,1
702542,9298.556862,38,e,2,2,2,1
702568,9923.7355,38,e,4,3,1,4
702582,10140.946529,38,e,4,3,1,3
702588,10214.426753,38,e,5,1,1,3
702589,10268.413553,38,e,4,0,2,4
702597,10365.151321,38,e,4,3,1,2
702599,10399.515631,38,e,4,0,2,3
702603,10412.537025,38,e,5,1,1,2
702617,10606.608893,38,e,1,3,3,2
702625,10696.757997,38,e,0,5,3,1
702626,10698.204944,38,e,3,2,2,1
702628,10721.826571,38,e,4,0,2,1
702644,11044.6318,38,e,0,2,4,1
702657,11249.770526,38,e,6,1,1,5
702670,11426.269012,38,e,6,1,1,4
702699,11724.365831,38,e,3,1,3,4
702718,11899.188921,38,e,3,1,3,3
702725,11974.681298,38,e,2,3,3,2
702733,12054.844931,38,e,3,1,3,2
702751,12228.012612,38,e,3,1,3,1
702759,12308.567285,38,e,2,0,4,2
702788,12657.660253,38,e,0,1,5,1
702933,13815.993477,38,e,1,1,5,2
703107,14957.764482,38,e,2,1,5,3
703134,15115.806697,38,e,2,1,5,2
703157,15262.191763,38,e,2,1,5,1
715308,3923.784611,38,f,0,5,0,1
715312,4998.294563,38,f,3,1,0,4
715313,5049.255242,38,f,2,3,0,3
715314,5141.24662,38,f,1,5,0,2
715315,5170.753792,38,f,3,1,0,3
715317,5264.425662,38,f,0,7,0,1
715318,5332.939599,38,f,3,1,0,2
715319,5384.253913,38,f,1,5,0,1
715321,5471.004809,38,f,2,3,0,1
715322,5519.386584,38,f,3,1,0,1
715323,5548.76869,38,f,0,4,1,1
715326,6221.749272,38,f,4,1,0,5
715327,6266.370416,38,f,3,3,0,4
715328,6350.491426,38,f,2,5,0,3
715330,6465.481726,38,f,1,7,0,2
715331,6483.744489,38,f,3,3,0,3
715332,6579.469485,38,f,4,1,0,3
715333,6598.410837,38,f,2,5,0,2
715334,6606.289557,38,f,0,9,0,1
715336,6699.020741,38,f,3,3,0,2
715337,6742.470792,38,f,1,7,0,1
715338,6755.028433,38,f,1,4,1,2
715339,6759.093472,38,f,4,1,0,2
715340,6850.768473,38,f,2,5,0,1
715342,6864.14281,38,f,0,6,1,1
715343,6927.530318,38,f,3,3,0,1
715344,6969.760428,38,f,4,1,0,1
715345,6975.705555,38,f,1,4,1,1
715348,7174.018647,38,f,0,3,2,1
715353,7639.609732,38,f,5,1,0,5
715360,7920.664888,38,f,4,3,0,3
715363,7951.963788,38,f,2,4,1,3
715364,7995.366386,38,f,5,1,0,3
715365,8052.189018,38,f,1,6,1,2
715366,8059.986265,38,f,3,5,0,2
715369,8147.207469,38,f,4,3,0,2
715370,8179.144722,38,f,2,4,1,2
715371,8180.648086,38,f,0,8,1,1
715372,8197.358216,38,f,5,1,0,2
715375,8309.72707,38,f,1,6,1,1
715377,8323.849643,38,f,3,5,0,1
715378,8369.969838,38,f,1,3,2,2
715379,8391.692995,38,f,4,3,0,1
715380,8409.948727,38,f,2,4,1,1
715381,8429.993741,38,f,5,1,0,1
715382,8463.883054,38,f,0,5,2,1
715397,9079.512579,38,f,4,2,1,5
715401,9140.555973,38,f,3,4,1,4
715410,9374.991035,38,f,3,4,1,3
715417,9508.948148,38,f,3,1,2,4
715421,9601.12062,38,f,5,3,0,2
715422,9608.99209,38,f,3,4,1,2
715426,9680.977694,38,f,3,1,2,3
715427,9684.854896,38,f,4,2,1,2
715430,9760.30345,38,f,2,3,2,2
715434,9839.865738,38,f,3,1,2,2
715435,9848.836417,38,f,3,4,1,1
715439,9896.957733,38,f,6,1,0,1
715440,9908.654525,38,f,4,2,1,1
715442,9967.091431,38,f,2,3,2,1
715444,10017.124916,38,f,3,1,2,1
715446,10063.930361,38,f,0,4,3,1
715459,10425.853454,38,f,0,1,4,1
715474,10686.701682,38,f,5,2,1,4
715487,10889.424652,38,f,5,2,1,3
715508,11160.854893,38,f,2,2,3,3
715514,11228.716672,38,f,1,4,3,2
715523,11342.344045,38,f,2,2,3,2
715530,11444.897321,38,f,1,4,3,1
715535,11522.586792,38,f,2,2,3,1
715547,11745.273848,38,f,1,1,4,1
715680,13264.907833,38,f,0,2,5,1
715841,14577.292477,38,f,1,2,5,1
727199,3284.571657,39,f,0,4,0,1
727203,4511.586517,39,f,1,4,0,2
727205,4624.681115,39,f,0,6,0,1
727212,5729.29885,39,f,2,4,0,3
727213,5833.580262,39,f,1,6,0,2
727214,5855.829942,39,f,3,2,0,3
727215,5958.540419,39,f,2,4,0,2
727216,5966.04686,39,f,0,8,0,1
727217,6047.166683,39,f,3,2,0,2
727219,6094.327391,39,f,1,6,0,1
727221,6192.473928,39,f,2,4,0,1
727222,6236.693515,39,f,0,5,1,1
727224,6255.652347,39,f,3,2,0,1
727227,6559.727951,39,f,0,2,2,1
727228,6875.079575,39,f,4,2,0,5
727233,7174.59586,39,f,3,4,0,3
727234,7280.021122,39,f,4,2,0,3
727236,7299.853842,39,f,2,6,0,2
727238,7345.006506,39,f,2,3,1,3
727239,7410.385434,39,f,3,4,0,2
727240,7433.624001,39,f,1,5,1,2
727245,7552.625863,39,f,0,7,1,1
727246,7569.199346,39,f,2,6,0,1
727248,7657.115017,39,f,3,4,0,1
727249,7673.926326,39,f,1,5,1,1
727251,7761.487107,39,f,2,3,1,1
727254,7848.914437,39,f,0,4,2,1
727266,8506.039443,39,f,5,2,0,4
727268,8620.848476,39,f,2,5,1,3
727269,8623.659261,39,f,4,4,0,3
727279,8865.382557,39,f,2,5,1,2
727280,8870.148709,39,f,4,4,0,2
727282,8931.893241,39,f,5,2,0,2
727284,8962.837614,39,f,2,2,2,3
727286,9007.054183,39,f,1,7,1,1
727288,9034.467347,39,f,1,4,2,2
727290,9115.437527,39,f,2,5,1,1
727294,9177.821197,39,f,5,2,0,1
727297,9252.750764,39,f,1,4,2,1
727320,9954.105184,39,f,4,3,1,4
727326,10073.981942,39,f,5,1,1,4
727327,10074.14647,39,f,5,4,0,3
727332,10171.30475,39,f,4,3,1,3
727337,10247.436341,39,f,5,1,1,3
727345,10395.794004,39,f,4,3,1,2
727349,10444.591511,39,f,5,1,1,2
727367,10726.753857,39,f,0,5,3,1
727368,10728.431369,39,f,3,2,2,1
727371,10831.147634,39,f,1,3,3,1
727382,11074.197684,39,f,0,2,4,1
727429,11756.804438,39,f,3,1,3,4
727445,11931.122681,39,f,3,1,3,3
727451,12004.557356,39,f,2,3,3,2
727459,12086.428818,39,f,3,1,3,2
727473,12259.595415,39,f,3,1,3,1
727503,12687.742756,39,f,0,1,5,1
727780,14988.939748,39,f,2,1,5,3
727803,15146.156243,39,f,2,1,5,2
727823,15292.795988,39,f,2,1,5,1
739041,3954.465004,39,e,0,5,0,1
739048,5079.872388,39,e,2,3,0,3
739049,5171.946489,39,e,1,5,0,2
739052,5295.211479,39,e,0,7,0,1
739054,5414.915004,39,e,1,5,0,1
739057,5501.559936,39,e,2,3,0,1
739058,5547.103279,39,e,3,1,0,1
739065,6297.01639,39,e,3,3,0,4
739066,6381.214359,39,e,2,5,0,3
739068,6496.28652,39,e,1,7,0,2
739069,6514.305231,39,e,3,3,0,3
739071,6629.074671,39,e,2,5,0,2
739072,6637.178102,39,e,0,9,0,1
739075,6729.555222,39,e,3,3,0,2
739076,6773.228442,39,e,1,7,0,1
739077,6785.447964,39,e,1,4,1,2
739078,6786.536214,39,e,4,1,0,2
739080,6881.40616,39,e,2,5,0,1
739082,6894.658451,39,e,0,6,1,1
739086,7006.09303,39,e,1,4,1,1
739090,7204.12288,39,e,0,3,2,1
739092,7461.312987,39,e,5,1,0,6
739098,7731.851253,39,e,4,3,0,4
739101,7846.213491,39,e,5,1,0,4
739104,7951.183605,39,e,4,3,0,3
739107,7982.414371,39,e,2,4,1,3
739108,8022.499314,39,e,5,1,0,3
739110,8082.712,39,e,1,6,1,2
739111,8090.629799,39,e,3,5,0,2
739114,8177.718121,39,e,4,3,0,2
739116,8209.540068,39,e,2,4,1,2
739117,8211.2691,39,e,0,8,1,1
739122,8340.206376,39,e,1,6,1,1
739124,8354.491113,39,e,3,5,0,1
739125,8400.102553,39,e,1,3,2,2
739126,8422.188521,39,e,4,3,0,1
739127,8440.360673,39,e,2,4,1,1
739128,8455.817344,39,e,5,1,0,1
739129,8494.107814,39,e,0,5,2,1
739148,9110.194404,39,e,4,2,1,5
739152,9171.05729,39,e,3,4,1,4
739162,9405.413394,39,e,3,4,1,3
739165,9448.916088,39,e,6,1,0,3
739170,9536.506534,39,e,3,1,2,4
739175,9631.517793,39,e,5,3,0,2
739176,9639.454924,39,e,3,4,1,2
739178,9671.598245,39,e,6,1,0,2
739180,9709.204781,39,e,3,1,2,3
739183,9742.590457,39,e,5,0,1,2
739185,9790.407137,39,e,2,3,2,2
739189,9867.868716,39,e,3,1,2,2
739190,9879.17591,39,e,3,4,1,1
739195,9938.374084,39,e,4,2,1,1
739199,9997.204998,39,e,2,3,2,1
739201,10045.114196,39,e,3,1,2,1
739233,10670.903112,39,e,7,1,0,4
739237,10719.102682,39,e,5,2,1,4
739240,10795.021963,39,e,6,0,1,4
739250,10919.456732,39,e,5,2,1,3
739253,10956.299609,39,e,6,0,1,3
739272,11164.923208,39,e,3,0,3,4
739274,11190.858566,39,e,2,2,3,3
739280,11258.682904,39,e,1,4,3,2
739290,11372.153891,39,e,2,2,3,2
739297,11448.394303,39,e,4,1,2,1
739300,11474.831046,39,e,1,4,3,1
739305,11552.359369,39,e,2,2,3,1
739385,12507.552528,39,e,4,0,3,4
739402,12634.240171,39,e,5,1,2,2
739405,12643.007471,39,e,4,0,3,3
739419,12773.794173,39,e,4,0,3,2
739469,13294.253789,39,e,0,2,5,1
739649,14606.612606,39,e,1,2,5,1
739839,15705.542568,39,e,3,0,5,3
739868,15823.092542,39,e,3,0,5,2
739890,15958.780744,39,e,3,0,5,1
751833,4543.016622,40,e,1,4,0,2
751836,4656.200724,40,e,0,6,0,1
751837,4702.940756,40,e,3,0,0,2
751840,4866.12397,40,e,3,0,0,1
751847,5760.754103,40,e,2,4,0,3
751848,5836.493839,40,e,4,0,0,4
751849,5865.119543,40,e,1,6,0,2
751850,5887.14551,40,e,3,2,0,3
751851,5966.810231,40,e,4,0,0,3
751852,5989.934719,40,e,2,4,0,2
751853,5997.673169,40,e,0,8,0,1
751854,6078.339894,40,e,3,2,0,2
751857,6125.822979,40,e,1,6,0,1
751859,6223.856875,40,e,2,4,0,1
751861,6267.925618,40,e,0,5,1,1
751862,6286.714305,40,e,3,2,0,1
751863,6309.278678,40,e,4,0,0,1
751868,6646.043729,40,e,1,0,2,1
751869,6883.690588,40,e,5,0,0,6
751870,6906.806505,40,e,4,2,0,5
751876,7205.996546,40,e,3,4,0,3
751877,7224.894288,40,e,5,0,0,4
751878,7311.19727,40,e,4,2,0,3
751880,7331.353819,40,e,2,6,0,2
751883,7376.176372,40,e,2,3,1,3
751884,7441.750673,40,e,3,4,0,2
751885,7464.882923,40,e,1,5,1,2
751891,7583.967701,40,e,0,7,1,1
751892,7600.676593,40,e,2,6,0,1
751894,7688.471045,40,e,3,4,0,1
751895,7705.161642,40,e,1,5,1,1
751899,7792.592568,40,e,2,3,1,1
751902,7879.850169,40,e,0,4,2,1
751911,8300.919355,40,e,6,0,0,6
751919,8537.221425,40,e,5,2,0,4
751920,8572.421868,40,e,3,3,1,4
751921,8610.1761,40,e,6,0,0,4
751922,8652.132638,40,e,2,5,1,3
751923,8655.01722,40,e,4,4,0,3
751927,8741.079292,40,e,5,2,0,3
751929,8777.164157,40,e,6,0,0,3
751934,8896.602631,40,e,2,5,1,2
751935,8901.501482,40,e,4,4,0,2
751937,8962.702382,40,e,5,2,0,2
751938,8966.804475,40,e,3,0,2,4
751940,8986.26581,40,e,6,0,0,2
751941,8993.810457,40,e,2,2,2,3
751943,9038.384826,40,e,1,7,1,1
751945,9065.432824,40,e,1,4,2,2
751948,9146.618801,40,e,2,5,1,1
751952,9208.148457,40,e,5,2,0,1
751954,9227.547304,40,e,6,0,0,1
751957,9283.684076,40,e,1,4,2,1
751962,9387.883611,40,e,3,0,2,1
751983,9922.967969,40,e,5,1,1,5
751986,9985.243478,40,e,4,3,1,4
751993,10101.96426,40,e,5,1,1,4
752000,10202.366271,40,e,4,3,1,3
752006,10275.366641,40,e,5,1,1,3
752015,10426.721122,40,e,4,3,1,2
752017,10459.887872,40,e,4,0,2,3
752021,10473.757554,40,e,5,1,1,2
752035,10667.185693,40,e,1,3,3,2
752043,10757.517036,40,e,0,5,3,1
752044,10759.12518,40,e,3,2,2,1
752046,10782.745742,40,e,4,0,2,1
752062,11104.535087,40,e,0,2,4,1
752117,11784.768492,40,e,3,1,3,4
752136,11959.43076,40,e,3,1,3,3
752142,12035.197314,40,e,2,3,3,2
752151,12114.955665,40,e,3,1,3,2
752169,12288.307734,40,e,3,1,3,1
752206,12716.91105,40,e,0,1,5,1
752351,13875.318974,40,e,1,1,5,2
752363,14014.148893,40,e,1,1,5,1
752552,15175.077138,40,e,2,1,5,2
752575,15321.435812,40,e,2,1,5,1
764723,3824.446387,40,f,2,1,0,3
764726,3985.930237,40,f,0,5,0,1
764728,4142.793145,40,f,2,1,0,1
764730,5060.308131,40,f,3,1,0,4
764731,5111.275604,40,f,2,3,0,3
764732,5203.431584,40,f,1,5,0,2
764733,5232.508565,40,f,3,1,0,3
764735,5326.784782,40,f,0,7,0,1
764736,5394.690418,40,f,3,1,0,2
764737,5446.360473,40,f,1,5,0,1
764739,5532.900746,40,f,2,3,0,1
764740,5581.303817,40,f,3,1,0,1
764741,5610.337295,40,f,0,4,1,1
764745,6328.453976,40,f,3,3,0,4
764746,6412.723002,40,f,2,5,0,3
764748,6527.879177,40,f,1,7,0,2
764749,6545.649187,40,f,3,3,0,3
764750,6641.15703,40,f,4,1,0,3
764751,6660.522845,40,f,2,5,0,2
764752,6668.856709,40,f,0,9,0,1
764754,6760.873747,40,f,3,3,0,2
764755,6804.772858,40,f,1,7,0,1
764756,6816.646461,40,f,1,4,1,2
764757,6820.90928,40,f,4,1,0,2
764758,6912.827448,40,f,2,5,0,1
764760,6925.954879,40,f,0,6,1,1
764761,6989.41491,40,f,3,3,0,1
764762,7031.753599,40,f,4,1,0,1
764763,7037.258342,40,f,1,4,1,1
764766,7234.997502,40,f,0,3,2,1
764778,7982.48515,40,f,4,3,0,3
764781,8013.643706,40,f,2,4,1,3
764782,8057.078177,40,f,5,1,0,3
764783,8114.015977,40,f,1,6,1,2
764784,8122.05685,40,f,3,5,0,2
764787,8209.020885,40,f,4,3,0,2
764788,8240.713304,40,f,2,4,1,2
764789,8242.673469,40,f,0,8,1,1
764790,8259.249503,40,f,5,1,0,2
764793,8371.465884,40,f,1,6,1,1
764795,8385.915905,40,f,3,5,0,1
764797,8453.503547,40,f,4,3,0,1
764798,8471.554636,40,f,2,4,1,1
764799,8492.044425,40,f,5,1,0,1
764800,8525.105802,40,f,0,5,2,1
764815,9141.11587,40,f,4,2,1,5
764819,9202.338811,40,f,3,4,1,4
764828,9436.614557,40,f,3,4,1,3
764835,9570.062531,40,f,3,1,2,4
764839,9662.718016,40,f,5,3,0,2
764840,9670.707811,40,f,3,4,1,2
764844,9741.867198,40,f,3,1,2,3
764845,9746.129098,40,f,4,2,1,2
764848,9821.281396,40,f,2,3,2,2
764852,9900.645582,40,f,3,1,2,2
764853,9910.30113,40,f,3,4,1,1
764857,9958.835827,40,f,6,1,0,1
764858,9970.3967,40,f,4,2,1,1
764860,10028.090414,40,f,2,3,2,1
764862,10078.084501,40,f,3,1,2,1
764864,10124.560811,40,f,0,4,3,1
764877,10485.670394,40,f,0,1,4,1
764892,10747.858709,40,f,5,2,1,4
764905,10950.743127,40,f,5,2,1,3
764926,11221.457154,40,f,2,2,3,3
764941,11402.751953,40,f,2,2,3,2
764948,11505.530772,40,f,1,4,3,1
764953,11582.994191,40,f,2,2,3,1
765098,13324.332166,40,f,0,2,5,1
776617,3348.175378,41,f,0,4,0,1
776621,4575.230447,41,f,1,4,0,2
776623,4688.506362,41,f,0,6,0,1
776624,4798.383719,41,f,1,4,0,1
776630,5792.99356,41,f,2,4,0,3
776631,5897.445228,41,f,1,6,0,2
776632,5919.17022,41,f,3,2,0,3
776633,6022.111905,41,f,2,4,0,2
776634,6030.088113,41,f,0,8,0,1
776635,6110.473702,41,f,3,2,0,2
776637,6158.104017,41,f,1,6,0,1
776639,6256.022587,41,f,2,4,0,1
776640,6299.936617,41,f,0,5,1,1
776642,6319.050557,41,f,3,2,0,1
776643,6400.499505,41,f,1,3,1,1
776646,6938.686642,41,f,4,2,0,5
776651,7238.180145,41,f,3,4,0,3
776652,7343.27286,41,f,4,2,0,3
776654,7363.639241,41,f,2,6,0,2
776656,7408.126654,41,f,2,3,1,3
776657,7473.898092,41,f,3,4,0,2
776658,7496.921328,41,f,1,5,1,2
776663,7616.091252,41,f,0,7,1,1
776664,7632.938687,41,f,2,6,0,1
776666,7720.609026,41,f,3,4,0,1
776667,7737.176343,41,f,1,5,1,1
776669,7824.474552,41,f,2,3,1,1
776672,7911.557438,41,f,0,4,2,1
776684,8569.289971,41,f,5,2,0,4
776686,8684.196866,41,f,2,5,1,3
776687,8687.156991,41,f,4,4,0,3
776691,8773.260625,41,f,5,2,0,3
776697,8928.601788,41,f,2,5,1,2
776698,8933.635847,41,f,4,4,0,2
776700,8995.191368,41,f,5,2,0,2
776702,9025.360706,41,f,2,2,2,3
776704,9070.497104,41,f,1,7,1,1
776706,9097.170696,41,f,1,4,2,2
776708,9178.578821,41,f,2,5,1,1
776711,9207.804968,41,f,2,2,2,2
776712,9241.112654,41,f,5,2,0,1
776715,9315.389082,41,f,1,4,2,1
776738,10017.167445,41,f,4,3,1,4
776750,10234.286096,41,f,4,3,1,3
776755,10310.220462,41,f,5,1,1,3
776763,10458.992346,41,f,4,3,1,2
776767,10507.593217,41,f,5,1,1,2
776779,10698.631345,41,f,1,3,3,2
776785,10789.047527,41,f,0,5,3,1
776786,10790.926663,41,f,3,2,2,1
776793,10955.261689,41,f,2,1,3,1
776847,11818.99794,41,f,3,1,3,4
776863,11993.074892,41,f,3,1,3,3
776877,12148.252486,41,f,3,1,3,2
776891,12321.600518,41,f,3,1,3,1
776921,12748.575989,41,f,0,1,5,1
777221,15207.019314,41,f,2,1,5,2
777241,15353.678138,41,f,2,1,5,1
788459,4018.180171,41,e,0,5,0,1
788466,5143.458311,41,e,2,3,0,3
788467,5235.701754,41,e,1,5,0,2
788469,5351.711631,41,e,2,3,0,2
788470,5359.145425,41,e,0,7,0,1
788472,5478.590179,41,e,1,5,0,1
788475,5565.018469,41,e,2,3,0,1
788476,5610.286302,41,e,3,1,0,1
788477,5642.287842,41,e,0,4,1,1
788483,6360.666208,41,e,3,3,0,4
788484,6445.017199,41,e,2,5,0,3
788486,6560.259545,41,e,1,7,0,2
788487,6577.772869,41,e,3,3,0,3
788489,6692.75521,41,e,2,5,0,2
788493,6792.969799,41,e,3,3,0,2
788494,6837.103895,41,e,1,7,0,1
788495,6848.621768,41,e,1,4,1,2
788498,6945.032179,41,e,2,5,0,1
788500,6958.031965,41,e,0,6,1,1
788502,7021.520292,41,e,3,3,0,1
788504,7069.200607,41,e,1,4,1,1
788508,7266.641879,41,e,0,3,2,1
788510,7524.707217,41,e,5,1,0,6
788516,7795.344782,41,e,4,3,0,4
788522,8014.564578,41,e,4,3,0,3
788525,8045.65169,41,e,2,4,1,3
788526,8085.420922,41,e,5,1,0,3
788528,8146.100811,41,e,1,6,1,2
788529,8154.26726,41,e,3,5,0,2
788534,8272.663655,41,e,2,4,1,2
788535,8274.86106,41,e,0,8,1,1
788540,8403.505481,41,e,1,6,1,1
788542,8418.123842,41,e,3,5,0,1
788543,8462.680957,41,e,1,3,2,2
788544,8485.551975,41,e,4,3,0,1
788545,8503.522878,41,e,2,4,1,1
788547,8556.876876,41,e,0,5,2,1
788566,9173.408428,41,e,4,2,1,5
788570,9234.399988,41,e,3,4,1,4
788580,9468.593369,41,e,3,4,1,3
788582,9511.856068,41,e,6,1,0,3
788588,9598.898127,41,e,3,1,2,4
788593,9694.664778,41,e,5,3,0,2
788594,9702.728545,41,e,3,4,1,2
788596,9734.58455,41,e,6,1,0,2
788598,9771.370265,41,e,3,1,2,3
788603,9852.925093,41,e,2,3,2,2
788607,9929.976146,41,e,3,1,2,2
788608,9942.194693,41,e,3,4,1,1
788613,10001.507722,41,e,4,2,1,1
788617,10059.745025,41,e,2,3,2,1
788619,10107.397176,41,e,3,1,2,1
788622,10156.024522,41,e,0,4,3,1
788637,10515.770253,41,e,0,1,4,1
788648,10718.971238,41,e,6,0,1,5
788650,10733.736493,41,e,7,1,0,4
788655,10781.868839,41,e,5,2,1,4
788658,10857.302951,41,e,6,0,1,4
788668,10982.283007,41,e,5,2,1,3
788671,11018.931062,41,e,6,0,1,3
788690,11226.91808,41,e,3,0,3,4
788692,11253.011852,41,e,2,2,3,3
788701,11379.533676,41,e,3,0,3,3
788708,11434.069187,41,e,2,2,3,2
788715,11510.936592,41,e,4,1,2,1
788723,11614.282282,41,e,2,2,3,1
788725,11643.636012,41,e,3,0,3,1
788802,12569.296085,41,e,4,0,3,4
788820,12696.22589,41,e,5,1,2,2
788822,12704.903273,41,e,4,0,3,3
788837,12835.442311,41,e,4,0,3,2
788887,13355.18083,41,e,0,2,5,1
