state_id,energy,J,parity,m1_true,m2_true,m3_true,r_true
291574,8191.278626,21,f,4,4,0,3
291575,8193.056854,21,f,2,5,1,3
291580,8302.70473,21,f,1,7,1,2
291585,8436.758334,21,f,4,4,0,2
291587,8439.572415,21,f,2,5,1,2
291588,8502.722127,21,f,5,2,0,2
291592,8576.881384,21,f,1,7,1,1
291594,8609.271791,21,f,1,4,2,2
291596,8687.41642,21,f,2,5,1,1
291597,8698.631753,21,f,4,4,0,1
291600,8748.65881,21,f,5,2,0,1
291603,8828.027187,21,f,1,4,2,1
291618,9299.423707,21,f,4,3,1,5
291626,9526.462899,21,f,4,3,1,4
291631,9625.28247,21,f,3,5,1,3
291638,9744.248245,21,f,4,3,1,3
291645,9876.206134,21,f,3,5,1,2
291651,9967.384751,21,f,4,3,1,2
291655,10017.473632,21,f,5,1,1,2
291670,10243.819062,21,f,5,1,1,1
291673,10304.349931,21,f,0,5,3,1
291674,10304.70386,21,f,3,2,2,1
291678,10410.588083,21,f,1,3,3,1
291689,10657.753024,21,f,0,2,4,1
291699,10857.707363,21,f,6,1,1,5
291710,11034.538737,21,f,6,1,1,4
291726,11223.303085,21,f,6,1,1,3
291735,11335.004377,21,f,3,1,3,4
291739,11378.951997,21,f,2,3,3,3
291752,11511.108763,21,f,3,1,3,3
291757,11583.844724,21,f,2,3,3,2
291766,11667.216656,21,f,3,1,3,2
291767,11684.943166,21,f,6,1,1,1
291775,11787.644407,21,f,2,3,3,1
291779,11839.216702,21,f,3,1,3,1
291810,12275.24229,21,f,0,1,5,1
291871,12853.707238,21,f,4,1,3,3
292087,14574.48723,21,f,2,1,5,3
292112,14733.453997,21,f,2,1,5,2
292132,14880.012925,21,f,2,1,5,1
292300,15880.457792,21,f,3,1,5,3
292334,16034.992196,21,f,3,1,5,2
302245,3522.416888,21,e,0,5,0,1
302251,4596.920748,21,e,3,1,0,4
302252,4648.681556,21,e,2,3,0,3
302253,4739.614035,21,e,1,5,0,2
302256,4861.674147,21,e,0,7,0,1
302258,4983.141416,21,e,1,5,0,1
302261,5071.250581,21,e,2,3,0,1
302262,5118.713266,21,e,3,1,0,1
302269,5865.383685,21,e,3,3,0,4
302270,5948.547986,21,e,2,5,0,3
302272,6062.472501,21,e,1,7,0,2
302273,6083.920985,21,e,3,3,0,3
302275,6197.252872,21,e,2,5,0,2
302276,6202.189513,21,e,0,9,0,1
302279,6299.540522,21,e,3,3,0,2
302280,6340.088013,21,e,1,7,0,1
302281,6357.060065,21,e,1,4,1,2
302284,6449.948325,21,e,2,5,0,1
302285,6464.942095,21,e,0,6,1,1
302294,6780.19158,21,e,0,3,2,1
302296,7031.348255,21,e,5,1,0,6
302302,7301.280374,21,e,4,3,0,4
302308,7521.388666,21,e,4,3,0,3
302311,7553.58616,21,e,2,4,1,3
302312,7595.864932,21,e,5,1,0,3
302314,7652.904082,21,e,1,6,1,2
302315,7659.059811,21,e,3,5,0,2
302318,7747.974776,21,e,4,3,0,2
302320,7780.05995,21,e,0,8,1,1
302321,7781.508694,21,e,2,4,1,2
302325,7911.041543,21,e,1,6,1,1
302328,7922.938439,21,e,3,5,0,1
302330,7992.430397,21,e,4,3,0,1
302331,8012.122707,21,e,2,4,1,1
302333,8068.479368,21,e,0,5,2,1
302356,8741.508944,21,e,3,4,1,4
302357,8828.53567,21,e,6,1,0,4
302358,8833.696583,21,e,2,6,1,3
302366,8977.004583,21,e,3,4,1,3
302372,9096.303007,21,e,2,6,1,2
302374,9113.396815,21,e,3,1,2,4
302377,9160.393601,21,e,2,3,2,3
302379,9203.182263,21,e,5,3,0,2
302380,9210.493556,21,e,3,4,1,2
302383,9244.58115,21,e,6,1,0,2
302389,9362.370552,21,e,2,6,1,1
302390,9366.483377,21,e,2,3,2,2
302393,9446.759184,21,e,3,1,2,2
302394,9452.053762,21,e,3,4,1,1
302403,9573.16089,21,e,2,3,2,1
302405,9622.854452,21,e,3,1,2,1
302415,9846.913083,21,e,6,0,1,7
302425,10055.079499,21,e,7,1,0,5
302427,10059.540005,21,e,6,0,1,6
302437,10244.754317,21,e,7,1,0,4
302440,10291.596663,21,e,5,2,1,4
302441,10293.657776,21,e,4,1,2,5
302445,10372.768041,21,e,6,0,1,4
302454,10493.336212,21,e,5,2,1,3
302457,10531.734747,21,e,6,0,1,3
302473,10710.598902,21,e,5,2,1,2
302475,10733.700505,21,e,6,0,1,2
302484,10836.684673,21,e,1,4,3,2
302494,10950.101938,21,e,5,2,1,1
302495,10952.973745,21,e,2,2,3,2
302496,10963.970102,21,e,6,0,1,1
302497,10974.628436,21,e,7,1,0,1
302501,11024.454447,21,e,4,1,2,1
302504,11053.319798,21,e,1,4,3,1
302509,11132.485728,21,e,2,2,3,1
302514,11218.6726,21,e,1,1,4,2
302523,11358.662329,21,e,1,1,4,1
302572,11909.713217,21,e,4,0,3,5
302595,12127.280306,21,e,3,2,3,3
302607,12213.023593,21,e,5,1,2,2
302617,12312.414233,21,e,3,2,3,2
302644,12532.136422,21,e,4,0,3,1
302676,12881.120242,21,e,0,2,5,1
302834,14025.168604,21,e,1,2,5,2
302857,14193.627514,21,e,1,2,5,1
303016,15133.798059,21,e,3,0,5,4
303048,15294.59387,21,e,3,0,5,3
303076,15412.253298,21,e,3,0,5,2
303096,15546.484069,21,e,3,0,5,1
313976,4097.312908,22,e,1,4,0,2
313979,4209.233978,22,e,0,6,0,1
313980,4261.383062,22,e,3,0,0,2
313981,4321.025032,22,e,1,4,0,1
313982,4395.464599,22,e,2,2,0,1
313983,4422.916255,22,e,3,0,0,1
313989,5245.995589,22,e,3,2,0,4
313990,5314.684266,22,e,2,4,0,3
313991,5394.597276,22,e,4,0,0,4
313992,5417.863439,22,e,1,6,0,2
313993,5443.530016,22,e,3,2,0,3
313994,5526.304838,22,e,4,0,0,3
313995,5544.743023,22,e,2,4,0,2
313996,5549.18845,22,e,0,8,0,1
313997,5635.108681,22,e,3,2,0,2
314000,5679.198665,22,e,1,6,0,1
314002,5778.833917,22,e,2,4,0,1
314003,5825.040632,22,e,0,5,1,1
314005,5843.005633,22,e,3,2,0,1
314006,5865.624699,22,e,4,0,0,1
314011,6210.941419,22,e,1,0,2,1
314012,6438.816798,22,e,5,0,0,6
314013,6461.01459,22,e,4,2,0,5
314014,6523.345441,22,e,3,4,0,4
314019,6760.704016,22,e,3,4,0,3
314020,6784.822761,22,e,5,0,0,4
314021,6868.306,22,e,4,2,0,3
314022,6884.657172,22,e,2,6,0,2
314027,6996.968475,22,e,3,4,0,2
314028,7021.608639,22,e,1,5,1,2
314033,7139.533305,22,e,0,7,1,1
314034,7141.652006,22,e,2,3,1,2
314035,7154.298585,22,e,2,6,0,1
314037,7243.795254,22,e,3,4,0,1
314038,7262.26267,22,e,1,5,1,1
314042,7351.470146,22,e,2,3,1,1
314045,7441.169195,22,e,0,4,2,1
314054,7857.839684,22,e,6,0,0,6
314062,8094.318165,22,e,5,2,0,4
314064,8170.582877,22,e,6,0,0,4
314065,8208.499417,22,e,4,4,0,3
314066,8210.320261,22,e,2,5,1,3
314070,8298.457446,22,e,5,2,0,3
314071,8319.972575,22,e,1,7,1,2
314072,8335.522926,22,e,6,0,0,3
314073,8346.987778,22,e,3,3,1,3
314077,8453.937664,22,e,4,4,0,2
314079,8456.837509,22,e,2,5,1,2
314080,8519.883622,22,e,5,2,0,2
314083,8543.164702,22,e,6,0,0,2
314086,8594.12539,22,e,1,7,1,1
314088,8626.317507,22,e,1,4,2,2
314091,8704.569416,22,e,2,5,1,1
314092,8715.917397,22,e,4,4,0,1
314095,8765.770057,22,e,5,2,0,1
314096,8783.163312,22,e,6,0,0,1
314100,8845.052959,22,e,1,4,2,1
314119,9316.638222,22,e,4,3,1,5
314129,9543.606999,22,e,4,3,1,4
314135,9642.468962,22,e,3,5,1,3
314143,9761.366326,22,e,4,3,1,3
314151,9893.34487,22,e,3,5,1,2
314152,9893.458974,22,e,4,0,2,4
314158,9984.545264,22,e,4,3,1,2
314162,10026.579127,22,e,4,0,2,3
314164,10034.17507,22,e,5,1,1,2
314173,10163.467896,22,e,4,0,2,2
314182,10262.282898,22,e,5,1,1,1
314186,10321.283279,22,e,0,5,3,1
314187,10321.674681,22,e,3,2,2,1
314189,10345.422411,22,e,4,0,2,1
314206,10674.448341,22,e,0,2,4,1
314218,10873.583621,22,e,6,1,1,5
314231,11050.492128,22,e,6,1,1,4
314260,11351.056351,22,e,3,1,3,4
314265,11395.859112,22,e,2,3,3,3
314280,11527.156354,22,e,3,1,3,3
314281,11542.752314,22,e,5,0,2,2
314286,11600.710178,22,e,2,3,3,2
314294,11683.385504,22,e,3,1,3,2
314297,11698.804293,22,e,6,1,1,1
314307,11804.514629,22,e,2,3,3,1
314312,11855.472049,22,e,3,1,3,1
314321,11940.408463,22,e,2,0,4,2
314326,12051.929796,22,e,2,0,4,1
314350,12291.508097,22,e,0,1,5,1
314418,12869.728439,22,e,4,1,3,3
314510,13589.037107,22,e,1,1,5,1
314668,14590.494696,22,e,2,1,5,3
314699,14749.616815,22,e,2,1,5,2
314721,14896.118977,22,e,2,1,5,1
314913,15896.871395,22,e,3,1,5,3
314951,16050.872665,22,e,3,1,5,2
325978,3539.737019,22,f,0,5,0,1
325982,4615.007943,22,f,3,1,0,4
325983,4665.967994,22,f,2,3,0,3
325984,4756.94598,22,f,1,5,0,2
325987,4879.05417,22,f,0,7,0,1
325988,4951.3629,22,f,3,1,0,2
325989,5000.450426,22,f,1,5,0,1
325991,5088.501349,22,f,2,3,0,1
325992,5136.8033,22,f,3,1,0,1
325998,5965.893694,22,f,2,5,0,3
326000,6079.864007,22,f,1,7,0,2
326001,6101.174916,22,f,3,3,0,3
326002,6198.264025,22,f,4,1,0,3
326003,6214.564211,22,f,2,5,0,2
326004,6219.627905,22,f,0,9,0,1
326006,6316.779331,22,f,3,3,0,2
326007,6357.452109,22,f,1,7,0,1
326008,6374.233797,22,f,1,4,1,2
326009,6377.133968,22,f,4,1,0,2
326010,6467.245191,22,f,2,5,0,1
326011,6482.168312,22,f,0,6,1,1
326013,6545.093811,22,f,3,3,0,1
326014,6586.723136,22,f,4,1,0,1
326015,6595.33478,22,f,1,4,1,1
326018,6797.186135,22,f,0,3,2,1
326023,7257.005823,22,f,5,1,0,5
326025,7318.542188,22,f,4,3,0,4
326030,7538.618913,22,f,4,3,0,3
326033,7570.77789,22,f,2,4,1,3
326034,7614.041116,22,f,5,1,0,3
326035,7670.133097,22,f,1,6,1,2
326036,7676.362796,22,f,3,5,0,2
326039,7765.203278,22,f,4,3,0,2
326040,7797.346346,22,f,0,8,1,1
326041,7798.667627,22,f,2,4,1,2
326042,7814.949192,22,f,5,1,0,2
326045,7928.243666,22,f,1,6,1,1
326047,7940.241155,22,f,3,5,0,1
326049,8009.66223,22,f,4,3,0,1
326050,8029.288081,22,f,2,4,1,1
326051,8046.620314,22,f,5,1,0,1
326052,8085.542011,22,f,0,5,2,1
326071,8758.729739,22,f,3,4,1,4
326073,8850.947571,22,f,2,6,1,3
326080,8994.178504,22,f,3,4,1,3
326085,9113.518636,22,f,2,6,1,2
326087,9131.218832,22,f,3,1,2,4
326089,9177.426445,22,f,2,3,2,3
326091,9220.359354,22,f,5,3,0,2
326092,9227.686022,22,f,3,4,1,2
326100,9379.605194,22,f,2,6,1,1
326101,9383.477691,22,f,2,3,2,2
326104,9464.288896,22,f,3,1,2,2
326105,9469.167863,22,f,3,4,1,1
326109,9514.438981,22,f,6,1,0,1
326112,9590.158967,22,f,2,3,2,1
326114,9640.464105,22,f,3,1,2,1
326144,10308.813149,22,f,5,2,1,4
326145,10311.524602,22,f,4,1,2,5
326157,10510.463811,22,f,5,2,1,3
326175,10728.004226,22,f,5,2,1,2
326184,10853.602215,22,f,1,4,3,2
326193,10967.401726,22,f,5,2,1,1
326194,10969.940349,22,f,2,2,3,2
326200,11070.216632,22,f,1,4,3,1
326205,11149.322102,22,f,2,2,3,1
326209,11235.780112,22,f,1,1,4,2
326217,11375.668629,22,f,1,1,4,1
326282,12144.121778,22,f,3,2,3,3
326301,12329.236951,22,f,3,2,3,2
326353,12897.680779,22,f,0,2,5,1
326494,14041.753945,22,f,1,2,5,2
326515,14210.18358,22,f,1,2,5,1
336969,4115.400214,23,f,1,4,0,2
336971,4227.372281,23,f,0,6,0,1
336978,5332.786833,23,f,2,4,0,3
336979,5436.013919,23,f,1,6,0,2
336980,5461.527728,23,f,3,2,0,3
336981,5562.809367,23,f,2,4,0,2
336982,5567.38856,23,f,0,8,0,1
336983,5653.105842,23,f,3,2,0,2
336985,5697.322993,23,f,1,6,0,1
336987,5796.893062,23,f,2,4,0,1
336988,5843.013102,23,f,0,5,1,1
336990,5861.041932,23,f,3,2,0,1
336994,6479.065082,23,f,4,2,0,5
336995,6541.464947,23,f,3,4,0,4
336999,6778.774884,23,f,3,4,0,3
337000,6886.285781,23,f,4,2,0,3
337001,6902.784857,23,f,2,6,0,2
337004,6952.074357,23,f,2,3,1,3
337005,7015.018284,23,f,3,4,0,2
337006,7039.597283,23,f,1,5,1,2
337010,7157.568327,23,f,0,7,1,1
337012,7172.413526,23,f,2,6,0,1
337014,7261.841605,23,f,3,4,0,1
337015,7280.234453,23,f,1,5,1,1
337017,7369.371507,23,f,2,3,1,1
337020,7458.971003,23,f,0,4,2,1
337026,7907.149294,23,f,5,2,0,5
337032,8112.299762,23,f,5,2,0,4
337034,8226.502408,23,f,4,4,0,3
337035,8228.367628,23,f,2,5,1,3
337039,8316.441254,23,f,5,2,0,3
337040,8338.024697,23,f,1,7,1,2
337045,8471.897794,23,f,4,4,0,2
337047,8474.886232,23,f,2,5,1,2
337048,8537.909988,23,f,5,2,0,2
337050,8573.641836,23,f,2,2,2,3
337052,8612.152699,23,f,1,7,1,1
337054,8644.137412,23,f,1,4,2,2
337056,8722.502124,23,f,2,5,1,1
337057,8733.987469,23,f,4,4,0,1
337060,8783.848075,23,f,5,2,0,1
337063,8862.852103,23,f,1,4,2,1
337078,9334.633773,23,f,4,3,1,5
337086,9561.529989,23,f,4,3,1,4
337091,9660.436112,23,f,3,5,1,3
337098,9779.264999,23,f,4,3,1,3
337103,9856.657952,23,f,5,1,1,3
337105,9911.261893,23,f,3,5,1,2
337111,10002.504259,23,f,4,3,1,2
337115,10052.49029,23,f,5,1,1,2
337130,10279.00449,23,f,5,1,1,1
337133,10338.985756,23,f,0,5,3,1
337134,10339.44454,23,f,3,2,2,1
337149,10691.900177,23,f,0,2,4,1
337159,10892.621743,23,f,6,1,1,5
337170,11069.393749,23,f,6,1,1,4
337195,11369.59565,23,f,3,1,3,4
337199,11413.53422,23,f,2,3,3,3
337212,11545.545505,23,f,3,1,3,3
337217,11618.341698,23,f,2,3,3,2
337225,11701.587282,23,f,3,1,3,2
337235,11822.151311,23,f,2,3,3,1
337239,11873.682048,23,f,3,1,3,1
337270,12309.066025,23,f,0,1,5,1
337331,12888.073309,23,f,4,1,3,3
337546,14608.475883,23,f,2,1,5,3
337572,14767.294384,23,f,2,1,5,2
337592,14913.856627,23,f,2,1,5,1
337761,15914.362528,23,f,3,1,5,3
337795,16068.801125,23,f,3,1,5,2
348056,3557.843829,23,e,0,5,0,1
348062,4632.127004,23,e,3,1,0,4
348063,4684.039417,23,e,2,3,0,3
348064,4775.065104,23,e,1,5,0,2
348067,4897.223575,23,e,0,7,0,1
348069,5018.54562,23,e,1,5,0,1
348072,5106.535488,23,e,2,3,0,1
348073,5153.837064,23,e,3,1,0,1
348080,5900.778297,23,e,3,3,0,4
348081,5984.027171,23,e,2,5,0,3
348083,6098.045381,23,e,1,7,0,2
348084,6119.212421,23,e,3,3,0,3
348086,6232.661805,23,e,2,5,0,2
348087,6237.858314,23,e,0,9,0,1
348090,6334.801022,23,e,3,3,0,2
348091,6375.604866,23,e,1,7,0,1
348092,6392.187523,23,e,1,4,1,2
348095,6485.327649,23,e,2,5,0,1
348096,6500.176976,23,e,0,6,1,1
348105,6814.952588,23,e,0,3,2,1
348107,7066.610672,23,e,5,1,0,6
348113,7336.587813,23,e,4,3,0,4
348119,7556.631651,23,e,4,3,0,3
348122,7588.750405,23,e,2,4,1,3
348123,7630.845892,23,e,5,1,0,3
348125,7688.144809,23,e,1,6,1,2
348126,7694.451462,23,e,3,5,0,2
348129,7783.213882,23,e,4,3,0,2
348131,7815.417896,23,e,0,8,1,1
348132,7816.605929,23,e,2,4,1,2
348136,7946.227356,23,e,1,6,1,1
348139,7958.32951,23,e,3,5,0,1
348141,8027.675176,23,e,4,3,0,1
348142,8047.23325,23,e,2,4,1,1
348144,8103.379649,23,e,0,5,2,1
348167,8776.73262,23,e,3,4,1,4
348168,8863.444119,23,e,6,1,0,4
348177,9012.132485,23,e,3,4,1,3
348180,9057.107876,23,e,6,1,0,3
348183,9131.516246,23,e,2,6,1,2
348185,9148.093425,23,e,3,1,2,4
348188,9195.232756,23,e,2,3,2,3
348190,9238.315077,23,e,5,3,0,2
348191,9245.659679,23,e,3,4,1,2
348194,9279.590279,23,e,6,1,0,2
348200,9397.621684,23,e,2,6,1,1
348201,9401.243883,23,e,2,3,2,2
348204,9481.286862,23,e,3,1,2,2
348205,9487.060102,23,e,3,4,1,1
348214,9607.929169,23,e,2,3,2,1
348216,9657.473855,23,e,3,1,2,1
348219,9706.91481,23,e,0,4,3,1
348236,10089.838372,23,e,7,1,0,5
348248,10279.704994,23,e,7,1,0,4
348251,10326.380261,23,e,5,2,1,4
348252,10328.52378,23,e,4,1,2,5
348256,10407.387619,23,e,6,0,1,4
348265,10528.287367,23,e,5,2,1,3
348268,10566.539381,23,e,6,0,1,3
348284,10745.719843,23,e,5,2,1,2
348286,10768.696759,23,e,6,0,1,2
348295,10871.288123,23,e,1,4,3,2
348305,10985.101086,23,e,5,2,1,1
348306,10987.49038,23,e,2,2,3,2
348307,10998.638738,23,e,6,0,1,1
348308,11010.094453,23,e,7,1,0,1
348312,11059.214102,23,e,4,1,2,1
348315,11087.880997,23,e,1,4,3,1
348320,11166.912991,23,e,2,2,3,1
348325,11252.759794,23,e,1,1,4,2
348334,11392.68912,23,e,1,1,4,1
348383,11944.248536,23,e,4,0,3,5
348406,12161.727636,23,e,3,2,3,3
348418,12247.600083,23,e,5,1,2,2
348428,12346.816254,23,e,3,2,3,2
348455,12566.535857,23,e,4,0,3,1
348486,12914.995655,23,e,0,2,5,1
348645,14059.096608,23,e,1,2,5,2
348668,14227.490091,23,e,1,2,5,1
348827,15167.750505,23,e,3,0,5,4
348858,15328.434065,23,e,3,0,5,3
348887,15445.930268,23,e,3,0,5,2
348906,15580.285152,23,e,3,0,5,1
360134,4134.273239,24,e,1,4,0,2
360137,4246.298542,24,e,0,6,0,1
360141,4459.661661,24,e,3,0,0,1
360148,5351.675746,24,e,2,4,0,3
360149,5431.246797,24,e,4,0,0,4
360150,5454.952846,24,e,1,6,0,2
360151,5480.31664,24,e,3,2,0,3
360152,5562.831327,24,e,4,0,0,3
360153,5581.660537,24,e,2,4,0,2
360154,5586.379293,24,e,0,8,0,1
360155,5671.865182,24,e,3,2,0,2
360158,5716.234677,24,e,1,6,0,1
360160,5815.736752,24,e,2,4,0,1
360161,5861.766341,24,e,0,5,1,1
360163,5879.806053,24,e,3,2,0,1
360164,5902.402517,24,e,4,0,0,1
360169,6247.019168,24,e,1,0,2,1
360170,6475.722904,24,e,5,0,0,6
360171,6497.976205,24,e,4,2,0,5
360172,6560.371507,24,e,3,4,0,4
360177,6797.630736,24,e,3,4,0,3
360178,6821.317646,24,e,5,0,0,4
360179,6905.03492,24,e,4,2,0,3
360181,6921.700008,24,e,2,6,0,2
360184,6970.792534,24,e,2,3,1,3
360185,7033.852194,24,e,3,4,0,2
360186,7058.367366,24,e,1,5,1,2
360191,7176.38687,24,e,0,7,1,1
360192,7178.230325,24,e,2,3,1,2
360193,7191.315358,24,e,2,6,0,1
360195,7280.671833,24,e,3,4,0,1
360196,7298.987083,24,e,1,5,1,1
360200,7388.050479,24,e,2,3,1,1
360203,7477.546173,24,e,0,4,2,1
360212,7894.594597,24,e,6,0,0,6
360220,8131.048122,24,e,5,2,0,4
360222,8207.031225,24,e,6,0,0,4
360223,8245.287516,24,e,4,4,0,3
360224,8247.198862,24,e,2,5,1,3
360229,8356.861014,24,e,1,7,1,2
360230,8372.135423,24,e,6,0,0,3
360235,8490.638658,24,e,4,4,0,2
360237,8493.718478,24,e,2,5,1,2
360238,8556.617324,24,e,5,2,0,2
360241,8579.890012,24,e,6,0,0,2
360243,8596.422354,24,e,3,3,1,2
360244,8630.963244,24,e,1,7,1,1
360246,8662.731421,24,e,1,4,2,2
360249,8741.214524,24,e,2,5,1,1
360250,8752.841785,24,e,4,4,0,1
360253,8802.48472,24,e,5,2,0,1
360254,8819.928068,24,e,6,0,0,1
360258,8881.424549,24,e,1,4,2,1
360274,9313.157736,24,e,5,1,1,6
360277,9353.411509,24,e,4,3,1,5
360287,9580.231161,24,e,4,3,1,4
360293,9679.183847,24,e,3,5,1,3
360301,9797.937253,24,e,4,3,1,3
360309,9929.587829,24,e,4,0,2,4
360310,9929.957097,24,e,3,5,1,2
360316,10021.219206,24,e,4,3,1,2
360320,10062.490666,24,e,4,0,2,3
360331,10199.544998,24,e,4,0,2,2
360340,10299.180216,24,e,5,1,1,1
360344,10357.457276,24,e,0,5,3,1
360345,10357.952824,24,e,3,2,2,1
360347,10381.683997,24,e,4,0,2,1
360364,10710.112313,24,e,0,2,4,1
360376,10909.828178,24,e,6,1,1,5
360389,11086.693525,24,e,6,1,1,4
360418,11387.024659,24,e,3,1,3,4
360423,11431.976982,24,e,2,3,3,3
360438,11562.983831,24,e,3,1,3,3
360439,11578.940793,24,e,5,0,2,2
360444,11636.739174,24,e,2,3,3,2
360452,11719.174525,24,e,3,1,3,2
360455,11734.70817,24,e,6,1,1,1
360465,11840.554256,24,e,2,3,3,1
360470,11891.358479,24,e,3,1,3,1
360478,11975.878139,24,e,2,0,4,2
360484,12087.460104,24,e,2,0,4,1
360508,12326.783783,24,e,0,1,5,1
360576,12905.479742,24,e,4,1,3,3
360668,13624.287313,24,e,1,1,5,1
360826,14625.881271,24,e,2,1,5,3
360856,14784.891518,24,e,2,1,5,2
360878,14931.38423,24,e,2,1,5,1
361071,15932.266149,24,e,3,1,5,3
361109,16086.077365,24,e,3,1,5,2
372447,3576.737237,24,f,0,5,0,1
372451,4651.939,24,f,3,1,0,4
372452,4702.895987,24,f,2,3,0,3
372453,4793.971321,24,f,1,5,0,2
372456,4916.182278,24,f,0,7,0,1
372458,5037.426919,24,f,1,5,0,1
372460,5125.353137,24,f,2,3,0,1
372461,5173.658492,24,f,3,1,0,1
372462,5204.946133,24,f,0,4,1,1
372465,5874.760332,24,f,4,1,0,5
372466,5919.654575,24,f,3,3,0,4
372467,6002.94833,24,f,2,5,0,3
372469,6117.016536,24,f,1,7,0,2
372470,6138.033543,24,f,3,3,0,3
372471,6234.989648,24,f,4,1,0,3
372472,6251.54557,24,f,2,5,0,2
372473,6256.880653,24,f,0,9,0,1
372475,6353.605721,24,f,3,3,0,2
372476,6394.546199,24,f,1,7,0,1
372477,6410.921177,24,f,1,4,1,2
372478,6413.929304,24,f,4,1,0,2
372479,6504.195613,24,f,2,5,0,1
372480,6518.968014,24,f,0,6,1,1
372482,6581.938991,24,f,3,3,0,1
372483,6623.620872,24,f,4,1,0,1
372484,6631.979816,24,f,1,4,1,1
372487,6833.490884,24,f,0,3,2,1
372492,7293.872379,24,f,5,1,0,5
372499,7575.426957,24,f,4,3,0,3
372502,7607.503619,24,f,2,4,1,3
372503,7650.77602,24,f,5,1,0,3
372504,7706.939151,24,f,1,6,1,2
372505,7713.325708,24,f,3,5,0,2
372508,7802.007348,24,f,4,3,0,2
372509,7834.274522,24,f,0,8,1,1
372510,7835.323531,24,f,2,4,1,2
372511,7851.786552,24,f,5,1,0,2
372514,7964.992561,24,f,1,6,1,1
372516,7977.203396,24,f,3,5,0,1
372517,8029.107081,24,f,1,3,2,2
372518,8046.47215,24,f,4,3,0,1
372519,8065.958242,24,f,2,4,1,1
372520,8083.548904,24,f,5,1,0,1
372521,8121.992205,24,f,0,5,2,1
372540,8795.517501,24,f,3,4,1,4
372549,9030.86646,24,f,3,4,1,3
372554,9150.295763,24,f,2,6,1,2
372556,9167.614458,24,f,3,1,2,4
372558,9213.81269,24,f,2,3,2,3
372560,9257.051652,24,f,5,3,0,2
372561,9264.414746,24,f,3,4,1,2
372569,9416.419917,24,f,2,6,1,1
372570,9419.781916,24,f,2,3,2,2
372573,9500.470793,24,f,3,1,2,2
372574,9505.730813,24,f,3,4,1,1
372578,9551.298525,24,f,6,1,0,1
372581,9626.47151,24,f,2,3,2,1
372583,9676.748402,24,f,3,1,2,1
372613,10345.213405,24,f,5,2,1,4
372614,10348.056892,24,f,4,1,2,5
372626,10546.978543,24,f,5,2,1,3
372653,10889.742316,24,f,1,4,3,2
372662,11003.93617,24,f,5,2,1,1
372663,11006.104594,24,f,2,2,3,2
372669,11106.312823,24,f,1,4,3,1
372674,11185.280444,24,f,2,2,3,1
372678,11271.462729,24,f,1,1,4,2
372686,11411.275664,24,f,1,1,4,1
372751,12180.099326,24,f,3,2,3,3
372770,12365.168355,24,f,3,2,3,2
372820,12933.06021,24,f,0,2,5,1
372963,14077.187839,24,f,1,2,5,2
372984,14245.550413,24,f,1,2,5,1
383752,4153.931895,25,f,1,4,0,2
383754,4266.012675,25,f,0,6,0,1
383761,5371.350912,25,f,2,4,0,3
383762,5474.68013,25,f,1,6,0,2
383763,5499.876682,25,f,3,2,0,3
383764,5601.296446,25,f,2,4,0,2
383765,5606.160563,25,f,0,8,0,1
383766,5691.428715,25,f,3,2,0,2
383768,5735.933636,25,f,1,6,0,1
383770,5835.364906,25,f,2,4,0,1
383771,5881.300269,25,f,0,5,1,1
383773,5899.416983,25,f,3,2,0,1
383777,6517.584481,25,f,4,2,0,5
383778,6580.065022,25,f,3,4,0,4
383782,6817.271479,25,f,3,4,0,3
383783,6924.578404,25,f,4,2,0,3
383784,6941.402535,25,f,2,6,0,2
383788,7053.470119,25,f,3,4,0,2
383789,7077.918801,25,f,1,5,1,2
383793,7195.988855,25,f,0,7,1,1
383794,7197.685877,25,f,2,3,1,2
383795,7211.003991,25,f,2,6,0,1
383797,7300.285852,25,f,3,4,0,1
383798,7318.520492,25,f,1,5,1,1
383800,7407.507149,25,f,2,3,1,1
383803,7496.894625,25,f,0,4,2,1
383809,7945.544484,25,f,5,2,0,5
383815,8150.593637,25,f,5,2,0,4
383817,8264.854654,25,f,4,4,0,3
383818,8266.81387,25,f,2,5,1,3
383822,8354.718421,25,f,5,2,0,3
383823,8376.481437,25,f,1,7,1,2
383824,8403.045462,25,f,3,3,1,3
383828,8510.160199,25,f,4,4,0,2
383830,8513.334145,25,f,2,5,1,2
383831,8576.223642,25,f,5,2,0,2
383833,8611.490907,25,f,2,2,2,3
383835,8650.556951,25,f,1,7,1,1
383837,8682.099452,25,f,1,4,2,2
383839,8760.706595,25,f,2,5,1,1
383840,8772.480232,25,f,4,4,0,1
383843,8822.162871,25,f,5,2,0,1
383846,8900.770225,25,f,1,4,2,1
383852,9112.81729,25,f,0,3,3,1
383861,9372.969737,25,f,4,3,1,5
383869,9599.711221,25,f,4,3,1,4
383874,9698.71209,25,f,3,5,1,3
383881,9817.391872,25,f,4,3,1,3
383888,9949.43037,25,f,3,5,1,2
383894,10040.744727,25,f,4,3,1,2
383910,10287.523592,25,f,1,3,3,2
383913,10317.316409,25,f,5,1,1,1
383916,10376.69777,25,f,0,5,3,1
383917,10377.271554,25,f,3,2,2,1
383921,10482.618062,25,f,1,3,3,1
383932,10729.080124,25,f,0,2,4,1
383942,10930.636034,25,f,6,1,1,5
383953,11107.344699,25,f,6,1,1,4
